SALARY,LEVEL,AIP,GLOBAL_BUSINESS,SECTOR,MEMBER_FIRM,GENDER,EDUCATION,HIRE_SOURCE,TOTAL_YOE,AIP_PERCENT
164800.0,Manager,22600.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.0,14.0
200000.0,Senior manager,40000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,8.0,20.0
115000.0,Senior consultant,10000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,9.0,9.0
195000.0,Manager,25000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Experienced hire,14.0,13.0
99000.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,4.0,7.0
86000.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.5,14.0
126400.0,Senior consultant,31500.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,6.0,25.0
122800.0,Senior consultant,8000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,2.0,7.0
67100.0,Consultant,1000.0,Services,Not applicable,Deloitte US,Female,Bachelors,Campus hire,2.0,1.0
143000.0,Manager,36000.0,Advisory,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Campus hire,9.0,25.0
203000.0,Senior manager,33000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,9.0,16.0
86600.0,Analyst,2000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.0,2.0
110000.0,Manager,48000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,11.0,44.0
82000.0,Senior consultant,2.0,Advisory,Not applicable,Deloitte US,Prefer not to say,MBA,Experienced hire,4.5,0.0
145000.0,Manager,31500.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,6.0,22.0
161000.0,Manager,,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,10.0,
144000.0,Manager,21500.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,13.0,15.0
147300.0,Manager,28000.0,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,10.0,19.0
78000.0,Consultant,30000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,1.9,38.0
154900.0,Manager,36600.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,10.0,24.0
85500.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,4.0
101000.0,Senior consultant,18000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,4.5,18.0
98000.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,
75000.0,Analyst,,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.0,
82500.0,Analyst,,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,0.5,
90000.0,Consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,
92600.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,
85000.0,Analyst,4000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,0.5,5.0
87600.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,6.0
131000.0,Senior consultant,5175.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,6.0,4.0
174400.0,Manager,44200.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,7.5,25.0
108000.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,6.0,11.0
93700.0,Consultant,20500.0,Consulting,GPS,Deloitte US,Prefer not to say,Bachelors,Experienced hire,4.5,22.0
80000.0,Analyst,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.5,
89500.0,Consultant,14300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,16.0
230000.0,Senior manager,40500.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Experienced hire,18.0,18.0
119000.0,Senior consultant,16700.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,2.2,14.0
118100.0,Consultant,4100.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,3.5,3.0
89700.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,2.0,3.0
103800.0,Senior consultant,3500.0,Advisory,GPS,Deloitte US,Male,Other (Unclear),Experienced hire,11.0,3.0
116600.0,Manager,20800.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,7.5,18.0
104000.0,Manager,10000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Experienced hire,5.0,10.0
138000.0,Manager,20800.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,7.5,15.0
86300.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,4.0,14.0
,Analyst,4000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,0.75,
97200.0,Consultant,18000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.5,19.0
64300.0,Analyst,2000.0,Advisory,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.0,3.0
88000.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,6.0
91100.0,Consultant,7300.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,8.0
112000.0,Senior consultant,6900.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,4.0,6.0
79300.0,Consultant,4000.0,Consulting,GPS,Deloitte US,Male,MBA,Campus hire,6.0,5.0
118000.0,Manager,15000.0,Advisory,Commercial,Deloitte US,Male,Bachelors,Campus hire,6.0,13.0
100000.0,Manager,17000.0,Advisory,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,3.0,17.0
121000.0,Manager,25000.0,Advisory,GPS,Deloitte US,Female,Bachelors,Experienced hire,6.5,21.0
89300.0,Consultant,9100.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,10.0
99700.0,Consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,
82500.0,Analyst,2000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,1.0,2.0
115000.0,Senior consultant,8800.0,Advisory,Commercial,Deloitte US,Male,J.D.,Experienced hire,7.0,8.0
94400.0,Consultant,18000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,3.0,19.0
85800.0,Consultant,18000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,21.0
122800.0,Senior consultant,37800.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,5.5,31.0
78900.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,6.0
147300.0,Manager,31500.0,Consulting,Commercial,Deloitte US,Female,Doctorate,Campus hire,5.5,21.0
135600.0,Senior consultant,12900.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,11.0,10.0
84400.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,8.0
108000.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,6.0,3.0
103000.0,Senior consultant,6900.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,4.0,7.0
97600.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,1.5,13.0
179600.0,Senior manager,38000.0,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,13.0,21.0
108100.0,Senior consultant,17700.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.0,16.0
129700.0,Manager,20800.0,Consulting,GPS,Deloitte US,Female,MBA,Campus hire,11.0,16.0
86700.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,6.0
80000.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Prefer not to say,Bachelors,Campus hire,2.0,6.0
95900.0,Senior consultant,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,4.5,
152100.0,Manager,25000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,10.5,16.0
171000.0,Manager,54000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,7.0,32.0
,Consultant,9400.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.5,
83600.0,Consultant,,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.0,
160000.0,Manager,54000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Experienced hire,7.0,34.0
246500.0,Senior manager,59600.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,8.0,24.0
86000.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.75,14.0
166600.0,Manager,36000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,8.0,22.0
147200.0,Manager,20800.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,6.0,14.0
104800.0,Consultant,12300.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,4.0,12.0
113000.0,Senior consultant,11000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.0,10.0
84200.0,Analyst,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.0,
94400.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,4.0,13.0
90100.0,Senior consultant,10000.0,Advisory,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,5.0,11.0
90200.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,6.0
170400.0,Senior consultant,10000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,5.5,6.0
150000.0,Senior consultant,20000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,9.0,13.0
100800.0,Consultant,6900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,4.0,7.0
210000.0,Senior manager,40000.0,Consulting,Commercial,Deloitte US,Female,MBA,Experienced hire,14.0,19.0
93300.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,1.8,5.0
86300.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,4.0,8.0
675000.0,Director,111000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Experienced hire,20.0,16.0
82520.0,Senior consultant,,Advisory,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,
140200.0,Manager,22200.0,Consulting,GPS,Deloitte US,Male,MBA,Experienced hire,7.0,16.0
159800.0,Senior consultant,22500.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,8.0,14.0
123000.0,Senior consultant,10000.0,Advisory,GPS,Deloitte US,Female,MBA,Experienced hire,3.5,8.0
106800.0,Senior consultant,,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,6.5,
143050.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,5.5,10.0
167000.0,Senior manager,24500.0,Advisory,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,12.0,15.0
94800.0,Consultant,8000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,3.0,8.0
119000.0,Senior consultant,17200.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,4.0,14.0
86620.0,Senior consultant,,Advisory,GPS,Deloitte US,Female,Bachelors,Campus hire,1.75,
89100.0,Senior consultant,,Advisory,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,6.0,
130500.0,Manager,10000.0,Services,Not applicable,Deloitte US,Female,MBA,Experienced hire,10.0,8.0
128200.0,Manager,19100.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,10.0,15.0
,Consultant,,Services,Not applicable,Deloitte US,Female,Bachelors,Campus hire,3.33,
83000.0,Senior consultant,,Advisory,Commercial,Deloitte US,Female,Bachelors,Campus hire,1.9,
72300.0,Analyst,2000.0,Advisory,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,1.0,3.0
160000.0,Manager,18500.0,Consulting,GPS,Deloitte US,Female,MBA,Experienced hire,25.0,12.0
80700.0,Senior consultant,7000.0,Advisory,Commercial,Deloitte US,Male,Doctorate,Campus hire,4.0,9.0
219000.0,Senior manager,90000.0,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,18.0,41.0
113300.0,Senior consultant,17200.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,4.0,15.0
110500.0,Senior consultant,18000.0,Consulting,GPS,Deloitte US,Prefer not to say,Bachelors,Experienced hire,7.5,16.0
138700.0,Manager,41500.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,8.0,30.0
119700.0,Senior consultant,20800.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,6.0,17.0
144500.0,Senior consultant,22800.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,5.5,16.0
135900.0,Manager,34500.0,Consulting,GPS,Deloitte US,Male,MBA,Experienced hire,7.5,25.0
80000.0,Senior consultant,3000.0,Advisory,Commercial,Deloitte US,Male,Bachelors,Experienced hire,5.0,4.0
245300.0,Senior manager,56800.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,9.0,23.0
151000.0,Manager,50000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,13.0,33.0
89835.0,Senior consultant,5000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Campus hire,2.7,6.0
133400.0,Senior consultant,24800.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,15.0,19.0
245000.0,Senior manager,100000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,13.0,41.0
103000.0,Senior consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,4.0,
134000.0,Senior consultant,10000.0,Advisory,Commercial,Deloitte US,Female,Bachelors,Experienced hire,11.0,7.0
122700.0,Senior consultant,14200.0,Consulting,Not applicable,Deloitte US,Male,Bachelors,Experienced hire,7.0,12.0
94400.0,Consultant,18000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,5.0,19.0
175000.0,Manager,26000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,3.0,15.0
147000.0,Manager,21600.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,10.0,15.0
89300.0,Consultant,9100.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.5,10.0
92400.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,2.0,
122000.0,Senior consultant,31500.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,1.0,26.0
90500.0,Consultant,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,
161400.0,Manager,15000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,9.0,9.0
155500.0,Manager,20800.0,Consulting,GPS,Deloitte US,Male,MBA,Campus hire,10.0,13.0
,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,
166800.0,Manager,36000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Experienced hire,14.0,22.0
80800.0,Analyst,4000.0,Advisory,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,1.0,5.0
,Consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,
89800.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,
150000.0,Manager,36000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,9.0,24.0
127700.0,Manager,35100.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,13.0,27.0
152000.0,Manager,37600.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,9.0,25.0
210800.0,Senior manager,32600.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,16.0,15.0
203000.0,Senior manager,83.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,20.0,0.0
98200.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,15.0,13.0
125400.0,Senior consultant,14000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,5.0,11.0
160000.0,Manager,44200.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,4.0,28.0
139000.0,Manager,23000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,16.0,17.0
95000.0,Consultant,12500.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,4.0,13.0
78300.0,Consultant,5000.0,Advisory,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,10.0,6.0
109700.0,Consultant,9700.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.5,9.0
94100.0,Consultant,20000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,21.0
197000.0,Manager,45000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,20.0,23.0
170400.0,Senior consultant,10900.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,5.5,6.0
160500.0,Manager,25000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,12.0,16.0
145000.0,Manager,20800.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,10.0,14.0
94800.0,Consultant,12300.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,13.0
92600.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,5.0
69000.0,Analyst,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,
243000.0,Senior manager,85000.0,Consulting,GPS,Deloitte US,Male,MBA,Campus hire,13.0,35.0
78900.0,Consultant,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,
83100.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,0.5,8.0
127200.0,Consultant,12300.0,Consulting,Not applicable,Deloitte US,Male,Bachelors,Experienced hire,5.0,10.0
160000.0,Manager,,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,4.0,
167000.0,Manager,20000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,9.0,12.0
94400.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,4.0,13.0
164600.0,Senior consultant,5400.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,8.0,3.0
102400.0,Senior consultant,13300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,5.0,13.0
107200.0,Senior consultant,4000.0,Advisory,GPS,Deloitte US,Female,Bachelors,Experienced hire,6.0,4.0
185310.0,Senior manager,67600.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,11.0,36.0
,Analyst,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,0.0,
92150.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.0,5.0
113000.0,Senior consultant,17000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.3,15.0
145700.0,Manager,52200.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,6.0,36.0
138000.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,4.5,11.0
122600.0,Manager,7009.0,Services,Not applicable,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,12.0,6.0
91000.0,Consultant,9400.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.5,10.0
104600.0,Senior consultant,12300.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,4.0,12.0
103500.0,Consultant,15100.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,15.0
119000.0,Manager,6000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Experienced hire,10.0,5.0
96900.0,Consultant,12300.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.0,13.0
94000.0,Senior consultant,10000.0,Tax,Not applicable,Deloitte US,Male,Bachelors,Campus hire,4.0,11.0
119000.0,Senior consultant,16700.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,5.0,14.0
106000.0,Senior consultant,20000.0,Advisory,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.3,19.0
,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,6.0,
154800.0,Manager,10900.0,Advisory,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,5.0,7.0
88000.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.8,6.0
89300.0,Consultant,9100.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.778,10.0
125800.0,Senior consultant,12900.0,Consulting,GPS,Deloitte US,Female,MBA,Experienced hire,15.0,10.0
159000.0,Manager,52200.0,Consulting,GPS,Deloitte US,Male,MBA,Campus hire,13.0,33.0
72600.0,Consultant,,Advisory,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,
100000.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Campus hire,3.5,3.0
90000.0,Consultant,5200.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,2.25,6.0
143400.0,Manager,35000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,5.5,24.0
167800.0,Manager,31500.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,5.0,19.0
96300.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,1.2,7.0
86700.0,Consultant,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,
115300.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.0,13.0
123200.0,Senior consultant,11500.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,9.5,9.0
90200.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.5,3.0
82000.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,3.5,6.0
100550.0,Senior consultant,19500.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,8.0,19.0
82500.0,Analyst,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,1.5,
122500.0,Senior consultant,26000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,5.0,21.0
175200.0,Manager,25900.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,11.0,15.0
127200.0,Manager,21500.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,5.5,17.0
95700.0,Senior consultant,5200.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,8.0,5.0
119400.0,Senior consultant,12900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.75,11.0
,Senior consultant,17200.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,4.0,
113000.0,Senior consultant,12300.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,4.0,11.0
235000.0,Director,90000.0,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,3.0,38.0
111400.0,Senior consultant,900.0,Services,GPS,Deloitte US,Male,Bachelors,Experienced hire,10.0,1.0
80700.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,9.0,6.0
98000.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,3.0,5.0
140800.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,6.0,11.0
188400.0,Senior manager,36000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,12.0,19.0
117000.0,Senior consultant,24000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,4.0,21.0
171100.0,Manager,39200.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,8.0,23.0
84200.0,Analyst,2000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,0.6,2.0
151500.0,Manager,24500.0,Consulting,Not applicable,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Campus hire,13.0,16.0
250000.0,Senior manager,65000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,10.0,26.0
130000.0,Senior consultant,20000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.0,15.0
164800.0,Manager,22600.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.6,14.0
78000.0,Consultant,,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,3.5,
88000.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,3.0
140000.0,Senior consultant,31000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,4.7,22.0
141000.0,Senior consultant,10500.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,7.0,7.0
83700.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,1.75,6.0
165500.0,Manager,29100.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,10.0,18.0
83600.0,Consultant,,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,1.75,
158000.0,Senior manager,20800.0,Services,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,12.0,13.0
91100.0,Consultant,7300.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,8.0
94000.0,Consultant,11000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,12.0
84200.0,Consultant,84200.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,5.5,100.0
200500.0,Senior manager,19000.0,Services,Not applicable,Deloitte US,Prefer not to say,MBA,Campus hire,15.0,9.0
151404.0,Senior manager,52200.0,Consulting,GPS,Deloitte US,Female,MBA,Campus hire,10.0,34.0
90200.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,3.0
93200.0,Consultant,12300.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,13.0
159000.0,Manager,58500.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Experienced hire,10.0,37.0
95200.0,Consultant,,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,2.3,
85800.0,Consultant,18000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,21.0
210000.0,Manager,56000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,9.0,27.0
97000.0,Consultant,13800.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,14.0
133600.0,Manager,34600.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,12.0,26.0
